Feature,Importance
Rp_Dur_II,0.00040997320789078217
P_Dur_V5,0.00040664685440202383
T+_Amp_aVR,0.000403601636269556
P-_Dur_I,0.00040109842321125127
Rp_PeakTime_aVL,0.00040056915969540505
Tp_PeakTime_aVF,0.00039882618135780537
P+_Dur_V6,0.0003914735467425721
Rp_Area_aVL,0.00038433775037416217
Tp_Amp_V5,0.000380914203252375
Pp_Dur_V3,0.00038018348918817307
Tp_PeakTime_II,0.00037533314642101777
Q_PeakTime_V4,0.0003740173602729278
P_Dur_aVR,0.0003692928733209432
Tp_Dur_V3,0.000365642149995823
P+_Dur_V4,0.00035591227849905965
P+_Dur_V5,0.0003550416137332539
Rp_Area_V2,0.0003523597813416588
Tp_Amp_II,0.0003492706149453455
Tp_Amp_I,0.00034796737846760553
P-_Dur_V4,0.00034745083135252785
Tp_PeakTime_aVR,0.0003458498528235103
Tp_PeakTime_V1,0.0003423447369487356
Pp_Dur_aVF,0.00033810982846662843
Rp_Amp_II,0.00033730327919267625
Tp_Dur_V4,0.0003306485638658761
Tp_PeakTime_V6,0.00032970661426187984
Tp_PeakTime_V5,0.00031888045240351456
P_Morph_aVL,0.00031501053579909314
P_DurFull_aVR,0.0003116399166174233
Tp_PeakTime_V4,0.0003026198887787128
Rp_PeakTime_V3,0.00030230552597381805
Rp_Dur_aVL,0.00029726535260925956
Tp_Amp_aVF,0.0002945142963869592
Pp_Dur_I,0.0002849885352326841
P_DurFull_V6,0.0002753454699413234
Tp_PeakTime_V2,0.00024864577118039003
Tp_Dur_V1,0.0002384371377263313
Rp_Area_V3,0.0002345927799578314
Tp_Amp_V2,0.00023080251708437326
Pp_PeakTime_II,0.00022915050967485976
Sp_Dur_aVF,0.00022419785411823226
Sp_Area_aVF,0.00022287015957063284
Pp_Dur_II,0.00021213420429484035
Pp_Dur_V4,0.00020613972397552708
Sp_Area_III,0.0002003240098651909
T_Morph_I,0.00019611480598480014
Tp_Amp_V1,0.00018437043517054516
Sp_Dur_III,0.00018399929473871145
